ProductID,ProductName,Category,Country,Revenue,Quantity,Price,DateSold,CustomerName,Description,Rating,Discount,IsActive,Notes
35,Monitor,Audio,USA,4829.88,49,473.55,05/10/2021,Customer 35 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,10,TRUE,Note with numbers 123 and text
36,Mouse ,Audio,Brazil,4051.57,77,628.73,23/08/2023,Customer 36 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,0,TRUE,Note with numbers 123 and text
37,Camera,Electronics,UK,1557.84,33,383.95,24/07/2021, Customer 37  - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.2,20,FALSE,Note with numbers 123 and text
38,Headphones,Audio,Germany,533.48,98,838.2,26/05/2021,Customer 38 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,10,FALSE,Special chars !@#
39,Camera ,Audio,Canada,3436.95,99,591.58,20/08/2020,Customer 39 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",5,5,TRUE,Special chars !@#
40,Mouse,Electronics,USA,2228.75,1,301.1,23/02/2020,Customer 40 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.1,0,FALSE,Note with numbers 123 and text
41,Printer ,Imaging,Brazil,,21,716.92,15/02/2024,Customer 41 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.4,15,FALSE,Another note: value=45.67
42,Laptop,Imaging,Japan,2501.13,55,532.37,16/01/2021,Customer 42 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.5,0,TRUE,Empty note
43,Tablet,Electronics,Brazil,220.22,6,539.11,19/10/2022,Customer 43 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.9,5,FALSE,Special chars !@#
44,Tablet,Electronics,France,4551.14,92,486.28,26/11/2022,Customer 44 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.3,20,FALSE,Empty note
45,Laptop,Accessories,Brazil,1330.96,81,502.04,03/03/2022,Customer 45 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.9,20,FALSE,Empty note
46,Tablet,Audio,Japan,3329.49,69,767.7,24/02/2023,Customer 46 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.1,20,FALSE,Another note: value=45.67
47,Smartphone,Imaging,Canada,1592.97,95,111.95,29/08/2020,Customer 47 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.6,15,TRUE,Another note: value=45.67
48, Tablet,Accessories,Japan,2624.34,5,341.02,20/06/2021,Customer 48 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,10,FALSE,Special chars !@#
49,Headphones,Audio,China,2756.22,3,84.75,06/05/2024,Customer 49 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.5,10,FALSE,Note with numbers 123 and text
50,Monitor,Electronics,USA,965.03,53,755.71,17/06/2021,Customer 50 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.5,0,FALSE,Note with numbers 123 and text
51,Monitor,Audio,Brazil,,23,279.58,12/12/2023,Customer 51 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.1,15,TRUE,Special chars !@#
52,Tablet,Audio,India,3886.91,53,898.46,02/07/2022,Customer 52 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.7,20,FALSE,Note with numbers 123 and text
53,Tablet,Electronics,Japan,4700.52,37,531.31,15/03/2021,Customer 53 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.3,20,FALSE,Empty note
54,Speaker,Audio,France,4479.4,74,802.74,07/06/2023,Customer 54 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.7,5,TRUE,Note with numbers 123 and text
55,Headphones,Imaging,China,3009.6,74,979.14,07/08/2021,Customer 55 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.4,5,FALSE,Empty note
56,Headphones,Audio,USA,4613.28,83,841.39,22/11/2023,Customer 56 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.6,20,FALSE,Empty note
57,Smartphone,Electronics,France,488.04,17,868.32,02/10/2022,Customer 57 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,20,TRUE,Note with numbers 123 and text
58,Printer,Imaging,France,1020.12,85,413.9,13/02/2021,Customer 58 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.3,15,FALSE,Note with numbers 123 and text
59,Smartphone,Audio,Australia,273.88,78,556.21,08/09/2020,Customer 59 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.7,10,TRUE,Note with numbers 123 and text
60,Monitor,Accessories,France,1660.39,73,261.35,04/10/2020,Customer 60 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.4,5,TRUE,Note with numbers 123 and text
61,Speaker,Office,China,,1,204.15,12/10/2024,Customer 61 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,10,TRUE,Another note: value=45.67
62,Headphones,Accessories,USA,1393.18,51,510.45,31/05/2020,Customer 62 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.2,15,FALSE,Another note: value=45.67
63,Mouse,Office,USA,4152.25,45,599.1,14/07/2022,Customer 63 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.6,20,FALSE,Empty note
64,Headphones,Accessories,Australia,1815.93,77,345.88,19/12/2020,Customer 64 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.4,10,FALSE,Special chars !@#
65,Camera,Imaging,USA,1440.63,4,573.75,31/12/2023,Customer 65 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1,20,TRUE,Another note: value=45.67
66,Printer,Imaging,UK,2736.35,62,888.59,30/06/2022,Customer 66 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,20,FALSE,Another note: value=45.67
67,Tablet,Electronics,Australia,747.57,65,561.15,28/06/2020,Customer 67 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,0,FALSE,Empty note
68,Laptop,Imaging,Japan,4020.88,32,723.6,17/07/2024,Customer 68 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.6,10,FALSE,Special chars !@#
69,Monitor,Audio,Germany,419.03,34,807.26,28/10/2023,Customer 69 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.9,10,FALSE,Empty note
70,Tablet,Imaging,China,4935.09,92,988.84,27/09/2024,Customer 70 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.9,20,FALSE,Note with numbers 123 and text
71,Tablet,Audio,Japan,,95,607.17,16/10/2021,Customer 71 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.5,15,TRUE,Special chars !@#
72,Speaker,Office,France,1033.64,72,808.78,29/09/2023,Customer 72 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.8,0,FALSE,Another note: value=45.67
73,Camera,Audio,Australia,77.33,39,963.02,12/12/2021,Customer 73 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.3,20,FALSE,Another note: value=45.67
74,Monitor,Imaging,USA,4086.53,26,944.97,24/12/2023,Customer 74 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.8,5,FALSE,Empty note
75,Headphones,Accessories,Brazil,3548.94,34,149.67,12/05/2020,Customer 75 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.7,5,TRUE,Another note: value=45.67
76,Monitor,Imaging,India,3658.59,54,412.33,31/01/2023,Customer 76 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.6,0,FALSE,Special chars !@#
77,Speaker,Office,Australia,3867.79,3,330.75,15/01/2023,Customer 77 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.8,15,TRUE,Empty note
78,Keyboard,Office,Brazil,416.52,50,96.06,17/08/2021,Customer 78 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,20,TRUE,Another note: value=45.67
79,Tablet,Office,Brazil,1824.41,12,636.91,30/12/2024,Customer 79 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.8,10,TRUE,Empty note
80,Tablet,Audio,UK,623.55,65,738.55,06/09/2021,Customer 80 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2,0,TRUE,Note with numbers 123 and text
81,Mouse,Accessories,France,,54,849.65,09/10/2024,Customer 81 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.4,15,FALSE,Special chars !@#
82,Tablet,Imaging,UK,3135.33,5,131.55,18/11/2020,Customer 82 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.5,10,FALSE,Note with numbers 123 and text
83,Mouse,Imaging,Germany,1687.95,94,877.68,28/12/2023,Customer 83 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,5,FALSE,Note with numbers 123 and text
84,Camera,Electronics,France,364.61,94,646.5,24/12/2023,Customer 84 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.4,5,FALSE,Special chars !@#
85,Monitor,Imaging,France,1589.36,57,706.91,05/12/2023,Customer 85 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.1,10,TRUE,Special chars !@#
86,Tablet,Accessories,USA,1659.66,17,911.52,30/07/2023,Customer 86 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.1,0,FALSE,Empty note
87,Speaker,Office,France,3661.55,47,628.51,22/12/2020,Customer 87 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.8,5,FALSE,Note with numbers 123 and text
88,Mouse,Audio,Australia,3205.91,23,342.51,13/06/2024,Customer 88 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.8,20,TRUE,Empty note
89,Laptop,Accessories,Germany,4441.7,79,826.86,10/01/2022,Customer 89 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.5,10,TRUE,Note with numbers 123 and text
90,Laptop,Electronics,Canada,2387.46,85,369.43,07/11/2022,Customer 90 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.2,10,FALSE,Special chars !@#
91,Smartphone,Imaging,China,,14,43.89,04/04/2021,Customer 91 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.2,5,TRUE,Note with numbers 123 and text
92,Headphones,Electronics,USA,3580.56,66,832.35,05/09/2020,Customer 92 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.1,0,TRUE,Note with numbers 123 and text
93,Printer,Accessories,India,3815.89,75,351.74,15/02/2021,Customer 93 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.9,20,FALSE,Another note: value=45.67
94,Keyboard,Audio,USA,2828.32,51,776.1,10/06/2024,Customer 94 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.5,0,TRUE,Special chars !@#
95,Laptop,Accessories,USA,3866.29,38,369.13,11/10/2020,Customer 95 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.9,15,FALSE,Note with numbers 123 and text
96,Monitor,Imaging,Brazil,2494.29,64,862.46,29/04/2021,Customer 96 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.2,15,TRUE,Special chars !@#
97,Speaker,Audio,India,2637.53,98,227.32,06/06/2024,Customer 97 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,5,TRUE,Note with numbers 123 and text
98,Mouse,Accessories,Japan,2166.33,38,974.8,08/10/2022,Customer 98 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.9,5,TRUE,Special chars !@#
99,Speaker,Electronics,Japan,175.82,50,781.96,23/02/2020,Customer 99 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.7,5,TRUE,Empty note
100,Camera,Imaging,Japan,584.06,98,123.1,09/01/2022,Customer 100 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.4,15,TRUE,Empty note
101,Laptop,Electronics,Germany,,82,570.12,08/02/2023,Customer 101 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.4,0,FALSE,Note with numbers 123 and text
102,Printer,Audio,Canada,3200.23,30,985.51,18/03/2023,Customer 102 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.3,0,TRUE,Note with numbers 123 and text
103,Headphones,Office,Germany,1606.06,79,476.35,25/01/2022,Customer 103 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.8,5,TRUE,Special chars !@#
104,Mouse,Audio,Australia,2567.42,91,190.29,15/08/2022,Customer 104 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.6,20,TRUE,Another note: value=45.67
105,Tablet,Audio,Brazil,4542.45,51,489.93,03/07/2024,Customer 105 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.9,0,TRUE,Special chars !@#
106,Headphones,Audio,India,1284,63,517.33,03/02/2023,Customer 106 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.7,15,FALSE,Empty note
107,Smartphone,Office,Brazil,2081.4,98,744.27,22/09/2020,Customer 107 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.1,10,TRUE,Note with numbers 123 and text
108,Keyboard,Audio,China,3789.98,52,701.86,07/06/2023,Customer 108 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.3,10,FALSE,Empty note
109,Keyboard,Electronics,Australia,1182.55,38,408.52,15/12/2024,Customer 109 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.9,10,TRUE,Note with numbers 123 and text
110,Speaker,Accessories,Germany,431.05,97,225.84,25/06/2020,Customer 110 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.3,20,TRUE,Note with numbers 123 and text
111,Camera,Audio,Japan,,88,648.6,14/05/2020,Customer 111 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2,5,TRUE,Empty note
112,Tablet,Accessories,UK,848.05,79,427.49,25/09/2021,Customer 112 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.1,15,FALSE,Note with numbers 123 and text
113,Mouse,Office,Australia,4652,30,140.95,26/03/2022,Customer 113 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.4,20,FALSE,Another note: value=45.67
114,Smartphone,Office,UK,4050.2,51,901.57,08/01/2024,Customer 114 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.1,15,TRUE,Special chars !@#
115,Speaker,Office,Canada,3185.35,81,694.31,12/01/2024,Customer 115 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.5,15,TRUE,Special chars !@#
116,Camera,Office,India,4363.73,5,686.35,07/09/2022,Customer 116 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.5,5,FALSE,Special chars !@#
117,Tablet,Audio,Germany,4028.18,29,824.36,12/12/2022,Customer 117 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.6,10,FALSE,Another note: value=45.67
118,Headphones,Accessories,Brazil,973.52,4,534.37,21/04/2022,Customer 118 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.8,5,FALSE,Note with numbers 123 and text
119,Headphones,Audio,Japan,4468.17,10,816.9,24/04/2024,Customer 119 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.9,20,FALSE,Another note: value=45.67
120,Smartphone,Accessories,India,2719.74,56,503.11,18/04/2022,Customer 120 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.6,20,TRUE,Another note: value=45.67
121,Printer,Accessories,India,,17,76.5,13/08/2024,Customer 121 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.8,20,TRUE,Another note: value=45.67
122,Mouse,Electronics,China,4485.65,74,411.2,23/03/2023,Customer 122 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.9,5,FALSE,Special chars !@#
123,Printer,Electronics,India,1624.12,17,502.49,31/05/2020,Customer 123 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.6,15,FALSE,Empty note
124,Mouse,Electronics,Australia,594.76,84,723,13/09/2020,Customer 124 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.9,15,FALSE,Note with numbers 123 and text
125,Laptop,Office,Australia,1178.28,88,115.51,11/10/2021,Customer 125 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.9,0,FALSE,Another note: value=45.67
126,Monitor,Audio,USA,2164.18,69,148.62,08/08/2023,Customer 126 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2,20,TRUE,Special chars !@#
127,Laptop,Electronics,China,4099.17,34,271.05,31/05/2020,Customer 127 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,15,FALSE,Special chars !@#
128,Speaker,Accessories,India,4310.62,6,273.83,10/07/2022,Customer 128 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.9,0,FALSE,Special chars !@#
129,Camera,Office,UK,84.41,53,734.86,12/08/2022,Customer 129 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.5,15,TRUE,Empty note
130,Camera,Audio,Canada,2578.2,66,258.22,24/10/2023,Customer 130 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.1,20,TRUE,Empty note
131,Monitor,Imaging,Brazil,,77,636.77,25/11/2022,Customer 131 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2,10,TRUE,Special chars !@#
132,Laptop,Office,Germany,1149.43,43,499.33,06/12/2021,Customer 132 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.3,20,TRUE,Note with numbers 123 and text
133,Camera,Accessories,Germany,643.33,75,577.56,19/09/2020,Customer 133 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.5,5,TRUE,Special chars !@#
134,Speaker,Electronics,USA,1721.2,23,839.73,03/12/2024,Customer 134 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.1,15,TRUE,Note with numbers 123 and text
135,Laptop,Electronics,India,4717.4,55,410.34,24/08/2024,Customer 135 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.5,15,TRUE,Empty note
136,Keyboard,Accessories,Japan,1649.85,80,773.2,16/05/2024,Customer 136 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.2,5,FALSE,Empty note
137,Laptop,Electronics,France,2618.01,95,427.82,03/02/2023,Customer 137 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.7,5,TRUE,Empty note
138,Printer,Electronics,Canada,3529.94,75,360.33,03/08/2023,Customer 138 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,10,FALSE,Note with numbers 123 and text
139,Printer,Office,Australia,1849.97,16,959.04,18/04/2023,Customer 139 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.8,15,FALSE,Another note: value=45.67
140,Smartphone,Accessories,USA,4860.32,8,192.53,07/01/2021,Customer 140 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.3,15,TRUE,Special chars !@#
141,Keyboard,Imaging,Brazil,,4,99.43,21/04/2024,Customer 141 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.7,10,FALSE,Another note: value=45.67
142,Mouse,Office,UK,1296.32,4,773.28,21/09/2020,Customer 142 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.3,0,TRUE,Empty note
143,Tablet,Audio,France,2511.38,56,77.57,05/06/2022,Customer 143 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.4,10,TRUE,Another note: value=45.67
144,Camera,Electronics,Germany,1539.35,25,838.71,26/10/2022,Customer 144 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.6,20,TRUE,Note with numbers 123 and text
145,Keyboard,Imaging,Germany,1459.96,67,442.82,13/11/2024,Customer 145 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,15,TRUE,Special chars !@#
146,Tablet,Office,Brazil,232.59,96,916.36,23/04/2020,Customer 146 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.3,5,FALSE,Another note: value=45.67
147,Mouse,Imaging,Brazil,3067.34,67,724.32,29/08/2024,Customer 147 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.5,20,TRUE,Special chars !@#
148,Printer,Office,Japan,2538.26,27,614.3,11/09/2020,Customer 148 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",5,15,FALSE,Special chars !@#
149,Tablet,Office,USA,304.82,93,949.81,27/11/2022,Customer 149 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4,10,TRUE,Note with numbers 123 and text
150,Monitor,Office,USA,1429.3,32,402.68,09/11/2020,Customer 150 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.4,20,TRUE,Another note: value=45.67
